gan_type,train_size,epochs,building_type,avg_r2,median_r2,25th_percent_r2,75th_percent_r2,iqr_r2
og_gan,50,50,building_type_5,0.9127157541764948,0.9580597013103347,0.6928934722278512,0.927993839644891,-3.8108341102360574
og_gan,50,50,building_type_9,0.9126523825908819,0.9547781882624606,0.6242403944288667,0.8506098800684193,-3.790884598901691
og_gan,50,50,building_type_all,0.9186890442366391,0.9448470884721004,0.7596865724107591,0.9390978045349114,-1.5172639949851074
og_gan,50,100,building_type_5,0.959671124694561,0.9308814378908218,0.8861095304181451,0.9572842620191155,0.07315666831811862
og_gan,50,100,building_type_9,0.9098690535442527,0.8681981832521081,0.854706716941174,0.8844178858034383,0.41302139396122506
og_gan,50,100,building_type_all,0.9637103781031074,0.9567174624133121,0.8971460556693267,0.9471969189045113,0.34097079224260674
og_gan,50,150,building_type_5,0.9707601485492596,0.9580267852146696,0.9221603556289911,0.9723584166901359,0.40593786305886537
og_gan,50,150,building_type_9,0.9559847879799792,0.9497073416441666,0.8994162107546668,0.9426320720952057,0.08906276091433618
og_gan,50,150,building_type_all,0.9771117837296691,0.9461127764979935,0.9442256325446267,0.969470828487978,0.5062571880559604
og_gan,50,200,building_type_5,0.9597766291781656,0.9476996279525555,0.9458846610843595,0.9492620344308269,0.5438839606142634
og_gan,50,200,building_type_9,0.9230368062759499,0.91258049636682,0.9151735321698269,0.8731957836218841,0.2124744661251209
og_gan,50,200,building_type_all,0.9659631765254285,0.9582968435221529,0.9108102645759132,0.9358531334378898,-0.07068680842503472
og_gan,50,250,building_type_5,0.9725461559928721,0.9637386690494475,0.9554272136377018,0.9704327089128558,0.749314637348206
og_gan,50,250,building_type_9,0.9255223317482772,0.9318793807706348,0.9010083746912715,0.9200316904629461,0.3770910349972475
og_gan,50,250,building_type_all,0.9814541295347274,0.967805996938313,0.9480220743596244,0.9637983981293978,0.34338506357748655
og_gan,50,300,building_type_5,0.9766884888700355,0.9756183234533737,0.988541237619518,0.9555348484809296,0.5546964374615013
og_gan,50,300,building_type_9,0.9683116375761913,0.9644261873828907,0.9501041964314945,0.9686590682476534,0.7219483663671995
og_gan,50,300,building_type_all,0.9916228806132615,0.9860976446397028,0.9879999123607617,0.9755383245838155,0.5922876176536536
og_gan,50,350,building_type_5,0.9873321992318617,0.9810122344815092,0.9663505077239404,0.9919869110907682,0.8259522272845313
og_gan,50,350,building_type_9,0.9747010644269284,0.9644846890283257,0.964999982230945,0.9733585111965334,0.8706881785682136
og_gan,50,350,building_type_all,0.9910915091718364,0.9651536593507526,0.98626220840865,0.9787865290010946,0.7299589352544595
og_gan,50,400,building_type_5,0.9788521884923033,0.9818971708840559,0.9830912896688206,0.9722213980438154,0.8358295507598734
og_gan,50,400,building_type_9,0.9852546353941316,0.9911671631275643,0.9780660217856209,0.9732102175028078,0.7835635934231399
og_gan,50,400,building_type_all,0.9827387937928482,0.9879700902070295,0.9893319428887252,0.9746024567239079,0.837767543455352
og_gan,50,450,building_type_5,0.9951588822676154,0.9924288823743614,0.9890875365336482,0.9892746928952294,0.7652806827012143
og_gan,50,450,building_type_9,0.9945844451071866,0.986176484012133,0.9672920166849627,0.9905511960457243,0.6702092799953214
og_gan,50,450,building_type_all,0.9962579864386365,0.989510371887392,0.9919490549453921,0.9923304048518625,0.8982866938630241
og_gan,50,500,building_type_5,0.9975469746171641,0.9963019669077573,0.9900620667561211,0.9949604438290326,0.8092727890838148
og_gan,50,500,building_type_9,0.9923294151620905,0.9899326891189858,0.9887546841283896,0.983853560222164,0.8326781952785579
og_gan,50,500,building_type_all,0.9982827231074656,0.9933150562361591,0.991736453376177,0.9961588941744696,0.8868617175369131
og_gan,50,550,building_type_5,0.9959081235868128,0.9939965938547192,0.9875167311796105,0.9935980770979334,0.7849015824618234
og_gan,50,550,building_type_9,0.996764318770983,0.989469475424964,0.990433288719475,0.9903365456504795,0.8667420236637341
og_gan,50,550,building_type_all,0.9978361709815659,0.9890544487509222,0.9896835712400518,0.9942392611351353,0.8648075721253636
og_gan,50,600,building_type_5,0.9962413234794519,0.9953218648252212,0.9921372206514404,0.9912154632820075,0.7844040796339505
og_gan,50,600,building_type_9,0.997923369766477,0.9946865321697735,0.9943295443634947,0.9927270215511325,0.8798911173638079
og_gan,50,600,building_type_all,0.9980361954151165,0.9924413653564014,0.9959748658638929,0.9972554092572774,0.9536756526199722
og_gan,50,650,building_type_5,0.9945470258584014,0.992450748546223,0.9897979044232094,0.991696420783703,0.841903027661976
og_gan,50,650,building_type_9,0.9925317263200572,0.9820301309487639,0.976728665032917,0.9967544362850786,0.8862171320939592
og_gan,50,650,building_type_all,0.9946608545303259,0.9904258916130118,0.991466292952091,0.9895176591737893,0.9417516347991269
og_gan,50,700,building_type_5,0.993642241645188,0.9918100561769735,0.9859881056302321,0.9938585290302357,0.9087307106072264
og_gan,50,700,building_type_9,0.9964739219793278,0.9921822039780364,0.9870181461135503,0.9947938043734816,0.8797328511004964
og_gan,50,700,building_type_all,0.996647799520246,0.9892084501112152,0.9947283623164473,0.9906693232715033,0.894366827190883
og_gan,50,750,building_type_5,0.9963285042337093,0.9932548470823719,0.9920175657706833,0.9956811529725869,0.8937063839555469
og_gan,50,750,building_type_9,0.9789296995524878,0.9787445267588367,0.9857974617590711,0.9652918734668341,0.8596687795337326
og_gan,50,750,building_type_all,0.9984961996241267,0.9942056406420035,0.9849934131640411,0.9931340254728627,0.7550995471622121
og_gan,50,800,building_type_5,0.991671293190693,0.9861525748293767,0.9858999235244574,0.9929938436575714,0.9005525226302763
