gan_type,train_size,epochs,building_type,avg_r2,median_r2,25th_percent_r2,75th_percent_r2,iqr_r2
og_gan,70,50,building_type_7,0.9288664149835067,0.883343741351283,0.6642581347757044,0.8679170778504044,-7.477537089299378
og_gan,70,50,building_type_12,0.7460355640339977,0.6277934838438243,0.06167700570972967,0.8258377749512217,-28.884979660657752
og_gan,70,50,building_type_14,0.8538225427005033,0.7933560825986837,0.3048881443081297,0.863807456010659,-2.1784118804774835
og_gan,70,50,building_type_15,0.7466575138999538,0.7460617210626633,0.21290533814552914,0.8222409638033263,-1.8346515165692971
og_gan,70,50,building_type_all,0.6906980120660637,0.7440500280009764,0.0024330687074960444,-0.2600120279126563,0.023908470929722148
og_gan,70,100,building_type_7,0.9343743437091815,0.9030888080614867,0.8600344488168407,0.9052917642531092,-1.1269726894589458
og_gan,70,100,building_type_12,0.8800898181864375,0.8224375844035041,0.7492237752207828,0.9091417073850013,-1.758314783473704
og_gan,70,100,building_type_14,0.9181601088867721,0.8739366036945839,0.7758218387266538,0.8115722578893783,-1.0108545386546477
og_gan,70,100,building_type_15,0.9265392348399545,0.9162003286243109,0.8974899536851904,0.858029504599801,0.10397876548430396
og_gan,70,100,building_type_all,0.8953924534427404,0.8519758832727867,0.7441828794302136,0.9256112989856725,0.9467765811836586
og_gan,70,150,building_type_7,0.8726649976922521,0.8450346056105414,0.8263449753529273,0.870113249151503,0.4685630643623301
og_gan,70,150,building_type_12,0.9574883619014213,0.9572949288346362,0.9208892811837457,0.9615030685932556,-0.8031164078889743
og_gan,70,150,building_type_14,0.9285807901725533,0.909522867648167,0.8300448309023171,0.9255788996067602,0.33531190190394244
og_gan,70,150,building_type_15,0.9479176075086272,0.9411474166604192,0.883082233568706,0.9318308269027074,0.4068611740586162
og_gan,70,150,building_type_all,0.9388559274187698,0.9630740917897043,0.9311086569000017,0.8958335186758545,0.9185433784495648
