gan_type,train_size,epochs,building_type,avg_r2,median_r2,25th_percent_r2,75th_percent_r2,iqr_r2
og_gan,30,50,building_type_5,0.6637717126735163,0.7061273988209595,-0.12470693377490472,0.8189205443298738,-10.612838362862096
og_gan,30,50,building_type_9,0.7098689364124062,0.6588428261040592,-0.08307553224852993,0.8691621498916413,-4.979277026752192
og_gan,30,50,building_type_all,0.6946948627487763,0.7150636645708962,0.13785450436515234,0.8404310593802833,-3.1328310254618597
og_gan,30,100,building_type_5,0.9645320871482196,0.9632650693734873,0.9123231826745135,0.9260359570814486,-1.3312181172942883
og_gan,30,100,building_type_9,0.9701665853163617,0.96784937946326,0.9159143745280549,0.9185284326262236,-0.5442638192687606
og_gan,30,100,building_type_all,0.9699923977650187,0.9589757455952855,0.9339930301241419,0.950719147246016,-0.1280566231443141
og_gan,30,150,building_type_5,0.9536049356447704,0.924446414560021,0.8990457965342549,0.9119148263496977,-0.8147674598159835
og_gan,30,150,building_type_9,0.9423996876914369,0.9054742665355693,0.8353897423016754,0.9496254632458512,0.227585124314295
og_gan,30,150,building_type_all,0.9667183993241084,0.9678147406237282,0.928834909203402,0.908267836910463,-0.06955208193897056
og_gan,30,200,building_type_5,0.9754759914642946,0.9554288788843535,0.9232564288142899,0.9720794382025166,0.2789100249392068
og_gan,30,200,building_type_9,0.9296900105001715,0.8967907807687802,0.8655517521330696,0.9217450794389185,0.47099293444923673
og_gan,30,200,building_type_all,0.9718069428319847,0.959399057981689,0.9341481420102776,0.9537800380649075,0.6537638267839871
og_gan,30,250,building_type_5,0.9776432446594253,0.9672131147176144,0.9344051521117412,0.979294255006749,0.38527734720691775
og_gan,30,250,building_type_9,0.9457675050029836,0.9258311013619243,0.8834720802408494,0.9464246200488969,0.4336541985045308
og_gan,30,250,building_type_all,0.9756949679229906,0.9492394597711745,0.9563172599216441,0.9586472399640114,0.6505957807516463
og_gan,30,300,building_type_5,0.8942510330717266,0.8777175008016693,0.8304707305146678,0.9088560112089805,0.34448856152086993
og_gan,30,300,building_type_9,0.9770477204000398,0.9696417542484933,0.9286933053500153,0.963565676811965,0.2584188486683253
og_gan,30,300,building_type_all,0.9451889179281288,0.8388838115347286,0.9811834817493796,0.866512984068136,-0.27098179279046053
og_gan,30,350,building_type_5,0.9828643590255609,0.9745995541380289,0.954520354278995,0.9850970120526984,0.6652823481440664
og_gan,30,350,building_type_9,0.9517330768371017,0.9446291758875002,0.8834271363821529,0.9611703607082686,0.3415211331534609
og_gan,30,350,building_type_all,0.9833966017953382,0.9713557816643905,0.9722480224089574,0.9690557497559595,0.6103142660767398
og_gan,30,400,building_type_5,0.9350074018578987,0.9314332002362661,0.9429700804677248,0.9178397789905024,0.5705510025981426
og_gan,30,400,building_type_9,0.9804282832984321,0.9809961164673855,0.9636763908359077,0.9525674711235669,0.3496232321778845
og_gan,30,400,building_type_all,0.9607753379742668,0.96783512373605,0.9668255742087948,0.918010649482056,0.273981047091018
og_gan,30,450,building_type_5,0.989595905009488,0.9863486507058472,0.9708253775977884,0.9915278092662513,0.6696531035209294
og_gan,30,450,building_type_9,0.976430983790593,0.9789056937695496,0.9581548210504383,0.9548866228219205,0.3930780472929897
og_gan,30,450,building_type_all,0.9933338003998067,0.9697117081757091,0.9844844190740805,0.9816731633393758,0.6647947722424106
